""	"SRR12534940"	"SRR12534942"	"SRR12534944"	"SRR12534946"	"SRR12534964"	"SRR12534966"	"SRR12534968"	"SRR12534970"
"LOC106613490"	578	598	510	408	628	836	682	565
"LOC106613492"	2385	2662	2113	2102	1643	1777	2092	1373
"LOC106613493"	2	1	1	1	1	0	0	0
"LOC106613494"	11	2	10	6	2	7	10	7
"LOC106613496"	200	198	247	259	286	220	305	146
"LOC106613499"	62	62	52	73	110	195	137	241
"LOC106613500"	5	0	0	1	1	2	0	0
"LOC106613501"	5	2	4	5	2	5	2	2
"LOC106613502"	137	156	128	188	229	214	232	177
"LOC106613504"	62	73	69	50	68	57	89	61
"LOC106613507"	316	356	481	373	362	549	564	483
"LOC106613508"	1	3	0	1	1	7	6	7
"LOC106613509"	8	9	10	10	5	7	5	6
"LOC106613510"	755	730	689	631	836	964	906	595
"LOC106613511"	1587	1382	1179	1123	1367	1187	1338	1295
"LOC106613513"	88	47	53	83	107	94	129	99
"LOC106613514"	1418	948	883	1106	1687	1278	1636	914
"LOC106613515"	1	3	2	0	0	0	0	1
"LOC106613518"	74	66	59	97	100	100	88	107
"LOC106613521"	28	16	7	18	15	12	27	20
"LOC106613523"	3	1	3	4	2	2	5	4
"LOC106613524"	14	31	19	18	24	23	19	10
"LOC106613525"	1	0	1	1	0	2	0	3
"LOC106613526"	3488	2988	2995	2972	3121	2831	3463	1996
"LOC106613527"	6	10	7	5	6	9	8	6
"LOC106613532"	359	130	349	293	209	60	248	160
"LOC106613533"	174	106	80	193	209	409	293	586
"LOC106613535"	87	47	76	73	65	55	85	64
"LOC106613536"	1507	1480	1443	1796	1477	1146	1245	1029
"LOC106613538"	1	0	3	0	4	1	0	0
"LOC106613542"	29	79	53	38	47	56	37	32
"LOC106613544"	3328	2841	2427	3071	2719	2692	2553	2249
"LOC106613545"	31	39	55	26	23	22	34	26
"LOC106613547"	10	15	16	9	23	30	10	42
"LOC106613548"	0	0	0	1	0	0	3	0
"LOC106613549"	84	73	33	55	65	39	43	42
"LOC106613550"	6	3	0	3	4	5	11	9
"LOC106613551"	786	885	761	880	733	704	843	719
"LOC106613552"	273	201	206	218	222	253	252	166
"LOC106613554"	76	62	70	58	88	152	97	39
"LOC106613556"	71	75	54	51	120	144	109	83
"LOC106613557"	2271	2406	1955	2108	2453	1906	2269	1484
"LOC106613558"	1	0	0	1	0	0	1	0
"LOC106613561"	5	6	5	15	8	30	13	23
"LOC106613563"	2333	1313	1541	1963	837	752	1467	927
"LOC106613565"	1587	1312	1073	1470	1173	1089	1002	616
"LOC106613566"	2942	3651	2800	2735	3648	2747	2791	2800
"LOC106613569"	0	0	0	0	0	3	0	1
"LOC106613570"	1478	1555	1540	1446	1701	1495	1732	1630
"LOC106613571"	4	0	4	2	0	1	2	2
"LOC106613573"	3	7	4	2	6	5	4	4
"LOC106613575"	12	19	17	12	16	12	24	14
"LOC106613576"	2513	2686	2627	2066	2581	2374	2867	1920
"LOC106613577"	400	425	343	443	383	395	356	323
"LOC106613578"	474	527	487	526	500	518	482	480
"LOC106613579"	3371	2288	1681	1946	2075	1731	1818	1722
"LOC106613581"	601	680	664	640	779	640	680	494
"LOC106613584"	0	0	0	0	2	0	0	1
"LOC106613585"	182	207	181	118	227	233	304	162
"LOC106613586"	335	303	248	247	291	279	330	198
"LOC106613587"	345	342	229	202	184	179	140	136
"LOC106613588"	11	21	22	25	18	60	49	52
"LOC106613589"	1075	1244	1214	2251	1278	1812	2198	1996
"LOC106613591"	0	3	1	3	0	0	1	1
"LOC106613592"	642	664	621	575	779	746	796	525
"LOC106613594"	1572	1312	1071	1285	1166	1170	1084	807
"LOC106613595"	702	759	786	578	750	625	837	522
"LOC106613596"	85	57	41	33	52	50	55	31
"LOC106613599"	2318	2666	2045	2354	2220	2537	2264	1664
"LOC106613600"	3789	3146	2810	3654	3053	2740	2813	2664
"LOC106613601"	68	45	62	46	58	64	67	32
"LOC106613602"	68	38	40	90	29	40	51	34
"LOC106613607"	4	4	2	3	3	10	1	16
"LOC106613608"	11	10	13	10	12	28	16	54
"LOC106613609"	2954	2629	2720	2611	3361	2614	2911	2105
"LOC106613610"	254	222	220	169	310	311	356	278
"LOC106613614"	433	400	403	395	397	391	426	296
"LOC106613617"	1	0	2	2	2	4	0	0
"LOC106613618"	594	521	485	562	533	501	429	546
"LOC106613622"	2480	2397	1999	3067	1912	2355	2473	2142
"LOC106613623"	1129	1029	939	1085	836	871	1097	695
"LOC106613625"	3268	3926	3315	3956	3458	5131	3876	5249
"LOC106613627"	414	465	369	325	428	546	540	563
"LOC106613628"	199	259	227	191	213	220	215	125
"LOC106613629"	382	290	247	344	320	336	302	275
"LOC106613630"	35	57	33	49	35	56	62	48
"LOC106613631"	129	102	67	180	112	75	52	79
"LOC106613633"	40	25	29	75	31	62	57	59
"LOC106613635"	10	2	3	9	4	24	7	7
"LOC106613636"	11	10	14	6	22	21	17	38
"LOC106613638"	173	173	150	123	163	219	202	137
"LOC106613639"	8	10	5	12	11	15	15	13
"LOC106613640"	231	254	202	274	408	639	426	531
"LOC106613641"	3953	3199	3392	3605	3282	2446	3357	2264
"LOC106613642"	804	782	743	886	702	701	788	512
"LOC106613643"	0	2	1	1	1	1	0	2
"LOC106613644"	0	1	0	0	1	3	0	2
"LOC106613645"	0	0	0	0	2	3	1	2
"LOC106613646"	924	896	812	963	834	746	874	610
"LOC106613647"	31	23	37	27	29	55	21	26
"LOC106613648"	2975	2612	2369	2826	2397	2130	2241	1715
"LOC106613649"	764	683	608	667	695	576	744	470
"LOC106613650"	9277	9864	8540	8670	8542	7664	8548	5542
"LOC106613653"	3181	2900	2851	3152	2615	2131	2639	1874
"LOC106613654"	69	147	63	119	249	34	42	91
"LOC106613655"	1303	966	1032	1179	927	941	1068	684
"LOC106613656"	5	3	2	3	1	0	0	0
"LOC106613657"	543	473	495	271	610	446	523	260
"LOC106613660"	3050	2572	2179	2396	2641	2346	2580	1722
"LOC106613664"	25	34	22	19	27	38	30	60
"LOC106613665"	2809	2342	1752	2794	2283	1844	1911	1774
"LOC106613666"	4662	4489	4013	3492	4345	4128	4640	3441
"LOC106613668"	1406	1508	1326	1082	1340	1264	1628	1081
"LOC106613669"	35	35	29	42	51	78	58	81
"LOC106613672"	1867	1767	1690	1962	1695	1814	1745	1809
"LOC106613673"	57	35	38	60	33	41	59	43
"LOC106613674"	1	2	0	3	4	2	2	8
"LOC106613675"	1432	1144	977	1194	1110	1097	1052	1054
"LOC106613676"	7	5	5	8	8	4	2	3
"LOC106613677"	5166	4622	4293	4264	5280	4602	5768	3547
"LOC106613678"	137	122	127	136	107	116	138	80
"LOC106613679"	11	12	9	11	18	7	14	8
"LOC106613680"	0	0	0	1	0	0	0	0
"LOC106613682"	96	85	86	93	139	183	172	167
"LOC106613684"	28	27	33	45	40	70	46	78
"LOC106613685"	1623	2328	1767	1979	4075	3005	2354	2714
"LOC106613688"	2492	2457	2009	2133	2096	2060	1916	2059
"LOC106613690"	259	151	144	250	165	171	148	112
"LOC106613691"	152	138	134	148	136	93	133	73
"LOC106613694"	2297	2469	2237	1759	2160	1595	2372	1285
"LOC106613695"	1056	1308	1044	1527	3068	7571	2690	5750
"LOC106613698"	991	792	704	916	861	732	719	674
"LOC106613699"	459	483	418	470	441	481	357	440
"LOC106613700"	659	609	551	653	698	538	599	547
"LOC106613701"	1	2	0	1	0	0	1	0
"LOC106613702"	8	3	3	5	2	1	2	6
"LOC106613703"	857	1064	845	1049	922	838	880	664
"LOC106613704"	102	100	78	181	135	189	78	186
"LOC106613705"	5	6	7	6	0	7	3	10
"LOC106613706"	463	335	416	539	440	426	399	416
"LOC106613707"	1	0	0	3	0	2	2	0
"LOC106613708"	633	598	518	650	602	633	540	588
"LOC106613709"	127	125	122	162	114	95	84	71
"LOC106613710"	777	673	617	756	545	513	630	368
"LOC106613711"	1	0	1	0	5	0	3	8
"LOC106613712"	176	131	105	90	172	157	216	210
"LOC106613713"	80	72	52	71	90	65	94	44
"LOC106613715"	6610	5296	4268	5451	4723	4106	2715	3202
"LOC106613716"	182	140	139	207	146	152	136	154
"LOC106613717"	433	417	487	407	544	440	632	366
"LOC106613718"	5050	4176	4198	3861	3808	3364	3553	2611
"LOC106613721"	2893	3157	2943	3016	3340	3111	3145	4178
"LOC106613722"	2988	2600	2335	2558	2674	1944	2723	1468
"LOC106613723"	676	780	602	630	752	910	856	931
"LOC106613724"	1	2	9	4	10	3	7	21
"LOC106613725"	5	5	3	0	3	2	5	1
"LOC106613726"	44	51	48	47	41	40	49	59
"LOC106613727"	7	6	32	33	6	2	4	0
"LOC106613729"	0	1	0	0	2	10	2	2
"LOC106613730"	1460	1761	1579	1440	1764	1474	1706	1136
"LOC106613732"	909	1081	1069	1000	1128	1222	1188	818
"LOC106613733"	335	284	269	291	335	351	365	265
"LOC106613735"	2297	2566	2134	2122	2337	2022	2653	1815
"LOC106613736"	63	69	61	76	47	56	34	40
"LOC106613737"	88	101	91	141	94	105	99	119
"LOC106613738"	1	2	0	0	2	3	0	1
"LOC106613740"	62	95	79	86	76	142	94	97
"LOC106613746"	1469	1371	1315	1402	1283	1148	1329	958
"LOC106613748"	478	523	392	489	367	523	485	330
"LOC106613749"	4328	4275	3939	4243	4431	4848	4267	4585
"LOC106613750"	2399	2574	1854	1910	2354	1958	2562	1750
"LOC106613752"	1442	1491	1281	1301	1343	1263	1412	1067
"LOC106613753"	3	3	2	5	2	3	1	2
"LOC106613754"	1	3	2	2	10	29	15	96
"LOC106613755"	1	13	6	15	50	26	40	118
"LOC106613756"	319	341	314	321	326	314	305	283
"LOC106613757"	96	133	97	112	89	81	100	76
"LOC106613759"	15	37	34	24	57	21	13	22
"LOC106613760"	4	5	12	5	5	1	2	0
"LOC106613761"	3332	3630	3382	3037	3327	3229	4186	2534
"LOC106613763"	4	3	3	2	8	4	2	8
"LOC106613766"	9920	11309	8774	10197	7544	9261	8837	8235
"LOC106613768"	190	169	266	204	180	289	262	317
"LOC106613771"	2312	2195	1922	2311	2181	1951	2094	1447
"LOC106613776"	0	0	0	1	1	0	0	1
"LOC106613778"	19	4	2	10	2	10	2	0
"LOC106613783"	3622	3890	3456	3118	3531	3322	3638	2303
"LOC106613786"	64	35	32	62	38	31	72	44
"LOC106613787"	83	119	91	107	175	232	158	233
"LOC106613791"	169	139	125	169	121	110	125	80
"LOC106613792"	5	23	4	19	8	15	18	32
"LOC106613796"	295	365	256	352	378	306	304	259
"LOC106613797"	12	5	21	13	3	3	16	6
"LOC106613798"	1864	2001	2262	1868	2177	1769	2466	1527
"LOC106613800"	79	92	101	108	179	250	205	274
"LOC106613801"	77	60	50	52	97	93	102	57
"LOC106613802"	584	546	559	528	657	535	542	379
"LOC106613803"	60	49	56	60	31	43	50	29
"LOC106613805"	312	386	312	286	425	439	450	343
"LOC106613806"	6180	5790	5332	5385	5407	5145	5407	4348
"LOC106613808"	7005	5644	4915	5891	5930	4888	5819	3726
"LOC106613809"	1271	813	839	989	873	777	936	655
"LOC106613810"	1772	1394	1436	1698	1887	1837	1943	2012
"LOC106613811"	309	255	335	253	383	462	393	337
"LOC106613812"	11	16	14	12	11	15	10	13
"LOC106613814"	3941	3614	3203	3708	3041	2777	2960	2076
"LOC106613815"	186	185	171	188	273	325	260	300
"LOC106613819"	532	539	436	508	460	519	542	351
"LOC106613821"	93	68	130	69	130	163	174	132
"LOC106613825"	189	181	164	155	155	171	171	144
"LOC106613826"	3805	3902	3496	3536	4064	3115	3949	2932
"LOC106613827"	504	460	394	515	451	434	479	343
"LOC106613828"	296	484	371	457	577	923	649	879
"LOC106613832"	0	2	3	6	0	1	3	4
"LOC106613833"	1	8	0	3	3	3	5	5
"LOC106613836"	3	2	3	4	2	3	4	6
"LOC106613837"	8	2	5	4	9	8	13	34
"LOC106613838"	1159	1000	1049	976	1131	1106	906	789
"LOC106613839"	4068	3673	3101	3408	3263	2873	3234	1486
"LOC106613840"	1295	1780	1689	1531	1510	1655	1973	1460
"LOC106613841"	19	13	17	18	44	59	47	45
"LOC106613842"	803	674	656	620	831	743	974	676
"LOC106613844"	118	177	156	173	340	378	378	357
"LOC106613845"	3	11	11	13	34	49	22	190
"LOC106613847"	739	678	791	731	731	802	811	788
"LOC106613848"	1768	1090	1200	1311	1425	1151	1486	864
"LOC106613849"	1309	1083	932	950	936	950	921	770
"LOC106613850"	386	362	395	359	393	444	455	410
"LOC106613851"	12	23	27	17	45	104	60	123
"LOC106613855"	1801	1090	1096	1512	1286	819	1322	679
"LOC106613856"	452	297	347	438	331	261	413	351
"LOC106613857"	60	91	62	61	55	59	104	83
"LOC106613859"	1394	1181	1191	1343	1226	1232	1174	1107
"LOC106613863"	819	747	704	803	603	619	717	523
"LOC106613867"	2	1	4	4	3	4	2	1
"LOC106613868"	0	0	0	0	0	0	0	0
"LOC106613872"	159	219	119	193	161	175	218	14
"LOC106613873"	4	13	2	8	7	17	13	20
"LOC106613876"	2086	1277	1646	1411	1484	1017	1159	890
"LOC106613881"	17	14	11	21	23	59	23	24
"LOC106613884"	263	313	220	243	292	283	279	225
"LOC106613886"	982	934	779	876	1340	1183	1362	1123
"LOC106613887"	18	15	11	9	12	12	15	23
"LOC106613891"	174	144	153	228	188	175	205	152
"LOC106613892"	51	36	35	32	37	28	44	25
"LOC106613896"	1082	953	840	974	916	826	862	667
"LOC106613897"	12	30	22	19	21	21	13	35
"LOC106613900"	956	837	542	911	966	837	873	586
"LOC106613902"	3528	1942	2800	3185	2497	2670	3021	1462
"LOC106613903"	16	4	9	8	14	13	10	10
"LOC106613904"	2187	2102	1988	1982	2041	1787	1860	1598
"LOC106613905"	1074	1257	1067	1001	1306	1114	1376	970
"LOC106613906"	0	0	0	0	0	0	0	0
"LOC106613909"	1116	1243	1169	1198	1436	1155	1391	1075
"LOC106613910"	12	9	9	9	8	6	8	7
"LOC106613912"	962	1279	1061	1269	1092	906	979	731
"LOC106613913"	0	0	1	0	0	0	2	0
"LOC106613915"	10	11	26	31	46	77	55	55
"LOC106613917"	1834	1773	1612	1760	1489	1461	1571	1140
"LOC106613918"	0	0	0	0	0	1	0	1
"LOC106613919"	578	531	448	593	480	420	434	352
"LOC106613922"	2860	2755	2800	2568	2767	2353	2650	1852
"LOC106613923"	19	20	12	11	12	8	19	14
"LOC106613924"	319	381	278	221	140	142	154	117
"LOC106613925"	29	32	32	45	17	15	28	11
"LOC106613928"	87	89	61	90	103	139	92	122
"LOC106613929"	0	3	2	1	3	2	0	6
"LOC106613932"	21	27	30	30	19	30	27	28
"LOC106613933"	3155	2887	2850	2978	3314	2635	3010	2438
"LOC106613934"	1167	909	861	895	745	680	897	538
"LOC106613935"	100	79	85	85	77	70	81	72
"LOC106613936"	6	14	12	3	12	81	11	36
"LOC106613937"	2	0	0	1	0	2	2	1
"LOC106613938"	157	145	98	133	111	86	141	86
"LOC106613939"	610	1519	1034	860	882	1091	759	705
"LOC106613940"	236	292	284	232	324	365	266	327
"LOC106613941"	824	430	434	700	582	525	480	387
"LOC106613942"	80	84	75	67	81	122	74	152
"LOC106613943"	194	180	83	175	237	318	165	340
"LOC106613944"	3259	3697	2194	2260	2497	1348	2197	1941
"LOC106613948"	0	0	0	0	0	0	0	0
"LOC106613949"	8	6	1	9	6	12	4	8
"LOC106613951"	1347	1165	1039	1308	1305	862	1097	790
"LOC106613952"	49	20	81	47	23	78	57	55
"LOC106613953"	0	0	0	0	1	1	0	0
"LOC106613954"	543	441	431	400	350	409	426	390
"LOC106613965"	2218	2520	2374	2451	2454	2066	2425	1692
"LOC106613967"	67	75	54	50	104	101	92	72
"LOC106613969"	3363	2872	3094	2030	3492	3284	3546	2565
"LOC106613970"	75	49	64	129	80	95	81	75
"LOC106613972"	1	1	0	0	1	1	1	2
"LOC106613973"	3044	2732	2344	2849	2957	2412	2713	2050
"LOC106613976"	145	166	103	151	148	266	139	230
"LOC106613977"	433	359	280	389	387	303	348	293
"LOC106613978"	2	0	2	1	1	0	0	2
"LOC106613979"	641	554	605	620	659	604	490	626
"LOC106613981"	15	23	65	31	42	23	28	4
"LOC106613985"	23	33	19	12	19	54	18	20
"LOC106613986"	5	8	1	6	5	7	2	3
"LOC106613990"	0	1	0	1	0	0	0	0
"LOC106613992"	6	3	3	7	4	7	2	4
"LOC106613993"	629	591	489	626	586	514	650	461
"LOC106613996"	4	3	2	5	12	12	12	25
"LOC106613997"	58	76	69	49	75	63	57	97
"LOC106613998"	8	9	13	9	9	9	4	5
"LOC106614004"	0	0	0	0	0	0	1	0
"LOC106614005"	0	0	1	0	0	0	0	1
"LOC106614013"	0	0	4	2	0	0	3	9
"LOC106614014"	1	0	0	0	0	0	0	2
"LOC106614015"	3333	2329	2495	3371	2416	2307	2438	1382
"LOC106614016"	2	4	3	1	7	3	8	8
"LOC106614017"	38	41	48	55	73	55	57	76
"LOC106614019"	3	2	1	0	1	2	2	2
"LOC106614022"	0	1	1	0	0	0	0	0
"LOC106614023"	4	2	5	3	2	6	9	6
"LOC123723643"	0	0	0	0	0	0	0	0
"LOC123723644"	195	66	195	159	97	120	93	94
"LOC123723645"	4	0	0	0	0	1	1	2
"LOC123723646"	6	4	3	8	15	69	7	22
"LOC123723647"	0	0	0	0	0	0	0	0
"LOC123723649"	4055	3099	2932	3935	3139	2800	3145	2119
"LOC123723650"	653	568	456	462	605	605	519	465
"LOC123723652"	0	0	0	0	0	0	0	1
"LOC123723654"	29	23	21	49	29	45	21	35
"LOC123723655"	1257	1004	835	1239	1062	1070	847	1083
"LOC123723657"	29	50	26	89	88	37	170	137
"LOC123723661"	145	255	173	214	265	436	355	543
"LOC123723662"	8640	9735	7568	8198	9434	9023	9225	8835
"LOC123723663"	2066	2110	1834	1952	2104	1651	2159	1494
"LOC123723665"	0	0	0	0	0	0	0	0
"LOC123723666"	7	18	48	38	18	55	16	69
"LOC123723667"	0	0	0	0	0	0	0	0
"LOC123723668"	2	4	3	5	19	52	13	159
"LOC123723669"	7	3	2	2	4	6	4	4
"LOC123723670"	241	97	42	92	60	124	45	124
"LOC123723671"	104	111	102	88	123	148	90	77
"LOC123723672"	2155	2762	2268	2482	2931	2430	2130	1659
"LOC123723673"	0	1	1	0	1	0	1	0
"LOC123723674"	86	139	115	104	164	372	274	508
"LOC123723676"	792	1468	593	1406	1109	1054	1047	780
"LOC123723677"	2	0	0	0	0	0	3	0
"LOC123723678"	1757	1780	1675	1842	1685	1268	1439	1128
"LOC123723679"	69	70	39	82	89	75	85	76
"LOC123723680"	255	86	97	118	69	64	96	74
"LOC123723681"	304	404	294	382	274	227	219	207
"LOC123723684"	85	51	65	67	89	35	60	64
"LOC123723685"	0	0	0	0	0	0	0	0
"LOC123723686"	2	4	7	2	1	3	3	3
"LOC123723688"	494	592	447	506	508	472	404	453
"LOC123723689"	2	2	3	3	9	27	9	27
"LOC123723690"	859	461	499	557	380	380	606	284
"LOC123723692"	2360	1927	1966	2304	1726	1660	1606	1303
"LOC123723694"	1410	1064	995	1090	951	841	908	690
"LOC123723696"	21	26	15	23	25	26	12	16
"LOC123723697"	0	1	3	0	5	4	2	8
"LOC123723698"	14	11	4	10	6	20	11	58
"LOC123723699"	64	36	53	126	146	177	152	256
"LOC123723702"	7	6	8	10	3	9	6	17
"LOC123723703"	681	363	402	343	408	428	438	337
"LOC123723704"	486	395	430	421	422	413	413	315
"LOC123723705"	73	50	49	76	42	49	62	47
"LOC123723706"	0	0	2	0	0	2	1	3
"LOC123723707"	16	17	14	15	14	5	5	6
"LOC123723708"	154	103	78	146	97	67	103	37
"LOC123723709"	69	60	39	51	25	13	41	29
"LOC123723710"	240	293	247	242	258	217	237	172
"LOC123723711"	1294	1144	1110	1245	1034	1018	1014	719
"LOC123723712"	18	15	17	36	33	51	31	34
"LOC123723714"	1326	814	717	1168	348	589	1069	446
"LOC123723715"	428	384	317	434	392	285	278	235
"LOC123723716"	10954	11940	11404	9108	11272	11170	12801	8322
"LOC123723717"	0	0	0	0	0	0	0	0
"LOC123723718"	26	44	36	37	31	41	53	28
"LOC123723720"	371	353	306	385	354	278	257	270
"LOC123723721"	17	6	11	2	8	0	12	2
"LOC123723722"	19	4	12	22	7	14	6	9
"LOC123723723"	1070	975	853	1089	1064	838	798	625
"LOC123723725"	19	5	11	20	387	2	0	3
"LOC123723726"	139	163	112	110	163	170	164	178
"LOC123723727"	247	162	167	160	142	105	208	132
"LOC123723728"	1	1	1	0	0	1	1	1
"LOC123723729"	1304	1083	781	827	987	826	689	668
"LOC123723730"	0	0	0	0	0	0	0	0
"LOC123723731"	0	0	0	0	0	0	0	1
"LOC123723732"	0	1	2	0	4	1	0	0
"LOC123723733"	0	0	0	0	0	0	0	0
"LOC123723734"	883	1007	675	870	821	753	502	449
"LOC123723735"	2	2	2	4	5	12	3	12
"LOC123723736"	4	2	56	2	3	64	5	10
"LOC123723737"	376	293	290	408	374	346	334	347
"LOC123723738"	112	131	127	135	142	124	97	63
"LOC123723739"	103	130	176	205	115	140	97	89
"LOC123723740"	19	16	4	18	7	8	9	16
"LOC123723741"	9	11	12	22	19	88	33	193
"LOC123723742"	507	428	529	506	677	482	614	410
"LOC123723743"	0	1	1	1	1	2	0	3
"LOC123723744"	693	759	686	656	716	534	571	373
"LOC123723745"	505	377	405	415	487	372	399	393
"LOC123723746"	0	0	0	0	0	0	0	0
"LOC123723747"	7	2	3	7	6	21	21	16
"LOC123723749"	1	5	3	0	20	2	6	32
"LOC123723751"	7	20	7	6	46	65	36	176
"LOC123723752"	0	0	0	0	0	0	0	0
"LOC123723754"	47	18	12	13	28	51	62	1222
"LOC123723755"	101	164	210	176	117	99	138	102
"LOC123723756"	17	9	2	12	2	0	3	3
"LOC123723757"	1905	1600	1708	1587	1495	1344	1602	958
"LOC123723758"	24	13	17	12	16	18	14	7
"LOC123723759"	17	40	15	16	38	30	39	20
"LOC123723763"	14	3	7	7	6	3	2	3
"LOC123723764"	0	0	0	0	0	0	0	0
"LOC123723765"	3	7	6	4	14	17	27	26
"LOC123723766"	1	0	2	0	0	2	2	0
"LOC123723768"	269	314	274	234	315	364	382	261
"LOC123723769"	1180	993	962	1180	1029	1019	1032	1059
"LOC123723770"	0	0	0	3	1	0	1	1
"LOC123723771"	19	375	352	105	592	115	203	192
"LOC123723772"	0	0	0	0	0	0	0	0
"LOC123723773"	605	689	726	650	941	796	1133	570
"LOC123723775"	4	2	8	4	9	21	8	12
"LOC123723776"	213	161	154	200	117	62	121	125
"LOC123723777"	0	1	1	9	1	0	7	3
"LOC123723778"	2	3	0	0	3	0	1	0
"LOC123723780"	0	0	0	0	0	0	0	0
"LOC123723782"	0	0	0	0	0	1	0	0
"LOC123723784"	0	0	0	0	1	1	0	0
"LOC123723785"	459	498	461	580	470	375	597	391
"LOC123723786"	287	236	196	224	321	212	235	201
"LOC123723787"	9	9	7	25	10	19	11	15
"LOC123723789"	0	0	0	0	0	0	0	0
"LOC123723791"	0	0	0	0	0	0	0	0
"LOC123723792"	42	35	96	70	52	35	97	45
"LOC123723793"	56	67	53	72	99	130	84	118
"LOC123723794"	0	0	0	0	0	0	0	0
"LOC123723795"	2	2	4	0	1	2	2	5
"LOC123723797"	0	0	0	0	0	2	1	0
"LOC123723798"	271	247	201	248	253	200	217	156
"LOC123723799"	257	192	203	227	201	141	218	152
"LOC123723800"	0	3	0	1	4	42	1	178
"LOC123723801"	8	7	7	8	12	2	8	24
"LOC123723802"	0	0	1	0	0	0	1	0
"LOC123723803"	184	135	138	138	141	140	152	111
"LOC123723804"	0	0	0	0	0	0	0	1
"LOC123723805"	1	1	0	0	0	0	0	0
"LOC123723806"	0	0	0	0	0	0	0	0
"LOC123723807"	2185	129	1593	1674	1834	855	974	736
"LOC123723809"	0	0	0	1	1	0	0	1
"LOC123723810"	204	290	146	203	211	182	237	167
"LOC123723811"	12	16	15	8	12	14	14	24
"LOC123723813"	27	45	36	43	177	263	31	189
"LOC123723816"	0	0	0	0	0	0	0	0
"LOC123723817"	538	542	523	467	478	478	674	402
"LOC123723818"	0	1	0	0	1	0	0	1
"LOC123723819"	0	1	0	0	0	0	0	0
"LOC123723820"	0	1	0	2	0	1	1	0
"LOC123723821"	0	0	0	0	0	0	0	0
"LOC123723822"	0	0	0	0	0	0	0	0
"LOC123723823"	1	1	0	0	2	0	1	0
"LOC123723824"	1	2	0	0	0	1	2	26
"LOC123723825"	0	0	0	0	0	1	1	0
"LOC123723828"	28	0	0	0	2	9	0	6
"LOC123723829"	9	0	6	3	3	3	4	2
"LOC123723830"	7	5	4	2	2	1	3	3
"LOC123723831"	105	136	79	179	144	178	188	122
"LOC123723832"	1	3	0	4	6	8	2	5
"LOC123723833"	29	16	14	26	13	12	19	19
"LOC123723834"	1327	1182	1355	1001	1848	2003	1894	1111
"LOC123723835"	0	0	0	0	0	0	0	0
"LOC123723840"	3	1	0	0	0	0	0	0
"LOC123723841"	120	83	74	89	66	58	79	37
"LOC123723843"	68	92	62	77	65	97	57	51
"LOC123723847"	1066	268	465	207	240	305	414	168
"LOC123723848"	44	41	37	40	90	121	69	135
"LOC123723849"	192	154	179	147	167	93	169	110
"LOC123723850"	6	5	1	2	6	4	4	1
"LOC123723853"	0	0	0	0	0	0	0	0
"LOC123723855"	0	0	0	0	0	1	0	0
"LOC123723857"	114	119	22	71	122	114	75	87
"LOC123723859"	0	0	0	0	0	0	0	0
"LOC123723860"	310	191	52	204	314	89	154	59
"LOC123723862"	0	0	1	1	0	0	0	0
"LOC123723863"	0	2	0	0	0	0	0	0
"LOC123723866"	1	0	0	0	1	0	0	0
"LOC123723867"	13	19	12	14	16	22	11	11
"LOC123723868"	22	4	13	20	7	11	30	13
"LOC123723870"	4	11	0	1	0	9	0	0
"LOC123723871"	17	24	0	0	3	15	1	0
"LOC123723875"	325	297	303	259	366	384	325	310
"LOC123723876"	1	0	1	1	0	0	0	0
"LOC123723878"	19	16	14	12	16	15	13	8
"LOC123723879"	0	0	0	0	0	0	0	0
"LOC123723880"	9	12	1	6	2	5	16	2
"LOC123723881"	119	150	170	143	253	740	157	2158
"LOC123723882"	2245	1268	1640	2086	1942	713	1452	1188
"LOC123723883"	8	2	4	2	7	10	7	3
"LOC123723885"	4	64	44	4	7	43	4	33
"LOC123723886"	389	285	272	406	403	257	338	301
"LOC123723891"	0	0	0	0	0	0	0	0
"LOC123723892"	207	183	127	136	110	142	197	125
"LOC123723894"	3	3	6	6	33	0	3	10
"LOC123723896"	38	16	14	40	17	14	16	19
"LOC123723897"	114	77	91	122	77	93	75	41
"LOC123723898"	10	13	17	12	16	7	6	11
"LOC123723899"	6	20	20	39	72	32	39	206
"LOC123723900"	28	12	27	27	8	32	34	38
"LOC123723901"	0	2	3	3	0	4	1	3
"LOC123723902"	20	6	8	15	30	5	10	0
"LOC123723903"	0	0	0	0	0	0	0	0
"LOC123723905"	4	7	3	11	26	47	25	76
"LOC123723906"	0	0	0	0	0	0	0	0
"LOC123723909"	109	110	76	74	101	78	89	38
"LOC123723913"	102	90	94	101	93	65	78	71
"LOC123723915"	4	10	1	4	10	8	5	13
"LOC123723916"	0	0	0	0	0	0	0	1
"LOC123723919"	0	0	1	2	0	0	4	0
"LOC123723922"	52	76	90	79	103	62	56	58
"LOC123723923"	4	3	2	6	5	4	2	4
"LOC123723924"	109	115	114	115	193	358	200	456
"LOC123723925"	326	290	275	254	393	293	397	297
"LOC123723927"	0	0	0	0	0	0	0	0
"LOC123723928"	0	0	0	0	0	0	0	1
"LOC123723930"	509	659	626	663	551	615	589	406
"LOC123723932"	67	55	90	87	78	72	61	66
"LOC123723933"	2	1	0	7	0	0	1	0
"LOC123723934"	0	0	0	0	0	0	0	0
"LOC123723938"	2	2	1	0	0	1	1	0
"LOC123723939"	2	1	0	0	22	0	1	2
